id,location,type,title,features,pool,sea view,garage
1388287,alenquer,moradia,moradia t1 - carnota - alenquer,"comercializado por: live in

licença ami: 9871

moradia t1 localizada na carnota - alenquer. 

 - hall de entrada; cozinha; sala; casa de banho; quarto.

extras/equipamentos:

- sala com lareira. 

 bons acessos rodoviários e proximidade com todo o tipo de comércio e serviços.",0,0,0
1389581,alenquer,moradia,"moradia com excelente vista na abrigada, alenquer","cozinha equipada,  jardim",0,0,0
1389683,nagueles,apartment,2 bedroom apartment for sale in nagüeles  r2683802,"covered terrace, disabled access, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near church, near mosque, near transport, private terrace, satellite tv, storage room, utility room",0,0,0
1391177,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, satellite tv, adsl / wifi, storage room, utility room, ensuite bathroom, disabled access, marble flooring, double glazing, near mosque, {lng_feature_features_near_church}, garden:  communal, orientation:  south west, pool:  communal, setting:  town, commercial area, close to golf, close to port, close to shops, close to sea, close to town, close to schools, urbanisation",1,0,0
1393835,quinta da marinha,villa,amazing 1.000 sqm luxury villa at quinta da marinha,categoria: isolada condição: usado número de casas de banho: 4 ou mais tipologia: t6 segurança 24 horas vídeo vigilância alarme detector de gás porta blindada vídeo porteiro cofre vedação orientação solar: norte e poente classe energética: a+ serra campos de golfe espaços verdes parques infantis praias adaptado a mobilidade reduzida arrecadação cozinha equipada despensa terraço jardim piscina privada cave closet churrasco casa das máquinas suite paineis solares aquecimento central ar condicionado domótica hidromassagem lareira gás canalizado som ambiente animais permitidos aspiração central jacuzzi caldeira estores eléctricos fibra óptica ginásio ligação à rede eléctrica ligação à rede de saneamento ligação à rede de água roupeiros: 7,0,0,0
1393836,quinta da marinha,villa,"5 bedroom villa at birre, near quinta da marinha",categoria: geminada condição: usado número de casas de banho: 4 ou mais tipologia: t5 alarme detector de incêndio detector de inundação detector de gás vídeo porteiro orientação solar: nascente e poente classe energética: c serra auto-estrada campos de golfe escolas farmácias hospitais parques infantis bombeiros praias restauração e lazer transportes públicos zona comercial arrecadação cozinha equipada despensa terraço varanda jardim sótão cave closet churrasco casa das máquinas suite aquecimento central ar condicionado lareira gás canalizado som ambiente animais permitidos aspiração central piso radiante caldeira estores eléctricos condomínio fechado piscina comum ligação à rede eléctrica ligação à rede de saneamento ligação à rede de água roupeiros: 6,0,0,0
1394795,nagueles,villa,villa en venta en nagüeles,servicios públicoselectricidadagua potable,0,0,0
1396194,quinta da marinha,moradia,moradia de luxo v6 cascais - quinta da marinha,"comercializado por: engel & volkers lisboa

licença ami: 8486

moradia excepcional com muita luz natural. todas as divisões são muito amplas e todos os quartos em suite, com casas de banho muito modernas e originais. a casa de jantar para sentar 20 pessoas em conforto e a enorme sala, com acesso directo ao magnífico jardim, virado mar a sul, são factores decisivos para ser uma casa ideal para receber visitas. o ginásio completo com sauna e piscina interior aquecida e jacuzzi, ao lado da enorme sala de jogos e sala de cinema, faz-nos sentir num resort de luxo, com vista para o verde envolvente. tem também piscina exterior.

cascais - quinta da marinha: localização e arredores deste imóvel

bem no meio da natureza, entre a praia e a serra, situada na zona mais privilegiada de cascais, quinta da marinha, apenas a 24 km de lisboa, junto ao campo de golfe, centro hípico, clube naval, campo de ténis e padel, no cenário perfeito para uma vida de luxo e conforto em plena natureza mas com todos os acessos a aeroporto internacional, desportos, zonas comerciais, com toda a segurança e comodidade.",0,0,0
1396230,quinta da marinha,moradia,moradia quinta da marinha,"comercializado por: triomphe immobilier

licença ami: 13164

moradia isolada v5 com 540m2 situada na quinta da marinha, com amplas áreas, boa luminosidade, piscina e terreno com 1886m2.

esta moradia beneficia de bons acessos - av. marginal e a autoestrada a5, a cerca de 2 km.

a sua localização privilegiada permite ainda usufruir de todas as comodidades existentes em cascais e arredores com destaque para a referenciada praia do guincho, ciclovia a 300m, vila de cascais, do estoril, que constitui um centro turístico de renome internacional, e de sintra - classificada como património mundial pela unesco.

excelente oportunidade para aquisição de moradia situada na área residencial mais prestigiada de cascais.",0,0,0
1397197,nagueles,villa,spacious villa on large plot nagüeles,"fireplace, alarm system, mountain view, swimming pool, air conditioning, built-in kitchen",1,0,0
1400173,quinta da marinha,moradia,moradias v2 na quinta da marinha - excelente investimento,none,0,0,0
1400399,quinta da marinha,quinta,apartamento t3 na quinta da marinha,"comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320

ref.ª ps-19: excelente apartamento com vista para o golfe da quinta da marinha. composto por 3 quartos, sendo 1 em suite, casa de banho de apoio aos 2 quartos, sala comum com lareira e acesso a um terraço com barbecue, cozinha equipada e zona de lavandaria. com óptimos acessos ao centro de cascais, e a poucos minutos de distância do mar. este apartamento está inserido num condomínio com segurança e porteiro. inclui ainda 2 lugares de parqueamento no exterior e uma pequena arrecadação.",0,0,0
1400429,quinta da marinha,moradia,moradia v3 quinta da marinha cascais,"comercializado por: jll residencial

licença ami: 479

moradia t3 com 300m², localizada na quinta da marinha, inserida em lote de terreno com 900m². o r/c é composto por sala com 2 ambientes e acesso ao jardim, cozinha com ligação à sala, 1 suite, 1 quarto, casa de banho completa; no piso superior, 1 suite e simpático terraço; jardim com muita privacidade, zona de arrumos e 2 lugares de estacionamento.",0,0,0
1400449,quinta da marinha,moradia,moradia t4 na quinta da marinha,"comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320
ref.ª ps-06: moradia contemporânea, inserida num pequeno condomínio, com total privacidade composta por 4 suites, escritório, cozinha equipada com zona de lavandaria, 3 salas, nomeadamente, sala de estar, jantar e biblioteca; e lavabo social.
inclui ainda um anexo com uma sala, uma suite e uma pequena cozinha, e um outro anexo que funciona como escritório.
no exterior temos um bonito jardim com barbecue, alpendre e casa de banho de apoio á piscina. um telheiro para 2 carros e uma garagem para 1 carro.
com excelentes acabamentos, esta moradia está localizada numa zona prime, perto do mar e junto á quinta da marinha com excelentes acessos ao centro de cascais.",0,0,1
1400452,quinta da marinha,moradia,"moradia t2+1 recuperada, na quinta da marinha para venda","comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320
ref.ª ls-12: moradia t2+1 com traço clássico, inserido em rua sem trânsito na quinta da marinha. totalmente remodelado ao mais alto nível com cozinha equipada. tem jardim privado e piscina, painéis solares para aquecimento de águas. composto por 2 suites e possibilidade de construir mais um quarto. excelente possibilidade de adquirir imóvel único.",0,0,0
1400454,quinta da marinha,moradia,moradia t2+1 na quinta da marinha para venda,"comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320
ref.ª ls-13: moradia t2+1, única, com uma excelente localização junto ao golfe da quinta da marinha. tem piscina e jardim privado. é composto por suite e um quarto com possibilidade de criar mais uma suite. acabamentos de luxo e cozinha equipada. uma excelente possibilidade para adquirir uma casa única.",0,0,0
1400466,quinta da marinha,moradia,moradia t3 na quinta da marinha,"comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320

ref.ª isv-26: moradia com 3 quartos (sendo 1 em suite) com excelentes áreas, sala de estar e jantar com terraço para o jardim, cozinha semi-equipada com zona de máquinas.situada perto do golfe, desfruta de uma vista ímpar de pinhal.",0,0,0
1400468,quinta da marinha,moradia,moradia na quinta da marinha,"comercializado por: house & home

licença ami: 9320

brouwer mediação imobiliária lda (house & home) ami 9320

refª at-06: moradia de charme na quinta da marinha sul, junto ao campo de golfe. composta por 2 pisos. piso térreo: ampla sala de estar e jantar com acesso ao jardim (52,50 m2), cozinha toda equipada, com porta de serviço e despensa. uma suite (24 m2) e um quarto (19 m2) com apoio de casa de banho completa. 1º piso: suite (20,90 m2) com grande terraço com vista para o golfe.lote de terreno com 900 m2, com grande jardim que circunda toda a casa e permite a construção de uma piscina.parqueamento exterior para cerca de 3/4 carros.a quinta da marinha em cascais é considerada um dos condomínios mais prestigiados, exclusivos e luxuosos de portugal. tem 2 campos de golf com 18 buracos de nível internacional, um centro equestre, e um fantástico health club, tendo ainda no seu interior 4 hotéis de 5 estrelas. em frente ao mar, situa-se junto à praia do guincho e apenas a 10 minutos do centro de cascais, 5 minutos da marina e da autoestrada lisboa/cascais.",0,0,0
1400471,quinta da marinha,moradia,moradias v2 na quinta da marinha - excelente investimento,"comercializado por: empire world properties, unipessoal lda.

licença ami: 10973

inseridas num luxuoso resort hoteleiro de 5 estrelas localizado na quinta da marinha em cascais.acabamentos de qualidade e com arquitectura moderna. 
para investimento com retorno garantido de 4% ao ano. 
totalmente mobiladas e equipadas e gozando da totalidade dos serviços disponíveis do resort, apoio do hotel, piscina interior e exterior. 
pode também usufruir de 2 campos de golf existentes nas imediações.",0,0,0
1408616,quinta da marinha,quinta,apartamento - t3 c/jardim - vende-se - quinta da marinha - apt6751,"comercializado por: quintela & penalva associados

licença ami: 6182

apartamento t3 com terraço 24,4 2m2 
arrecadação 23,04 m2
jardim privado 298,71 m2 e 3 lugares de garagem.
pode ser vendido com ou sem mobília.
*diversas infraestruturas de lazer: um requintado restaurante e bar; o luxuoso serenity spa; um health and fitness club; duas piscinas exteriores; estacionamento interior; recepção e segurança 24 horas por dia.
*actividades na região: golf, equitação, ténis e casino.
*oportunidade de investimento em imóveis de luxo com retorno garantido.
apt6751 

 apartamento t3 com terraço 24,4 2m2 
arrecadação 23,04 m2
jardim privado 298,71 m2 e 3 lugares de garagem.
pode ser vendido com ou sem mobília.
*diversas infraestruturas de lazer: um requintado restaurante e bar; o luxuoso serenity spa; um health and fitness club; duas piscinas exteriores; estacionamento interior; recepção e segurança 24 horas por dia.
*actividades na região: golf, equitação, ténis e casino.
*oportunidade de investimento em imóveis de luxo com retorno garantido.
apt6751",0,0,1
1409006,quinta da marinha,quinta,apartamento t4 de luxo quinta da marinha cascais,"comercializado por: jll residencial

licença ami: 479

apartamento t4 com 252m² inserido no condomínio de luxo sheraton cascais hotel resort da quinta da marinha. localização privilegiada com bons acessos e serviços de hotel 5 estrelas. a 15 minutos da praia e do centro da vila de cascais. apartamento com arquitectura moderna, muita luz, cozinha totalmente equipada e grandes terraços. tem piscina e 8.000m² de jardins.",0,0,0
1409165,alenquer,moradia,moradia t4 com 210 m2 -albarrois-alenquer,"comercializado por: daniel carvalho

só particulares -magnifica moradia t4 situado no condomínio de albarrois alenquer com 3 wc's, uma magnifica suite com closet, cozinha totalmente equipada com 22 m2,sala com 35 m2,têm um magnífico terraço com 100m2 e zona de churrasco totalmente fechada com portas de correr, aquecimento central em praticamente  em toda à casa,garagem, faz também parte do condomínio piscina comum aos moradores e campo de ténis. não perca esta oportunidade. marque já à sua visita. 

sou consultor imobiliário.",0,0,1
1409465,quinta da marinha,moradia,moradia t3 + 3 - vende-se - quinta da marinha - mor10879,"comercializado por: quintela & penalva associados

licença ami: 6182

simpática moradia t3 + 3 localizada na quinta da marinha. com vista para o golfe, composta por dois pisos + cave. r/c: hall, sala de estar com lareira, sala de jantar, cozinha equipada com zona independente de lavandaria e zona de arrumos/despensa. 2 suites.1º piso: master suite com closet e terraço privativo.cave: sala de estar com lareira e saída para pátio/terraço, arrecadação, 2 suites (uma das quais interior), casa de banho de apoio e garagem.mor10879",0,0,1
1409543,quinta da marinha,moradia,moradia t5 na quinta da marinha - cascais,"comercializado por: reallusa

licença ami: 6726

refªinterna: 25352

moradia t5 próxima ao cabo raso

 áreas:
bruta - 667 m2
terreno - 2080 m2 

localização:
- calma e aprazível zona residencial
- no centro da quinta da marinha
- a cerca de 5km do dinâmico centro de cascais

caraterísticas:
- garagem fechada;jardim / terreno;lareira;piscina;terraço;varandas;anexos,
- c/ jardim envolvente, piscina, garagem p/ 2 viaturas e anexos

imóvel c/ obras de recuperação iniciadas, o que aliada à sua magnifica localização geográfica representa um projecto imperdível!

apelativas taxas de juro e de financiamento",0,0,1
1409573,quinta da marinha,moradia,moradia - t4 - vende-se - quinta da marinha - mor7183,"comercializado por: quintela & penalva associados

licença ami: 6182

moradia t4 de um piso com 334 m², inserida em lote com 2.589m2 com possibilidade de construção ate 750m2
hall 10m2
wc social 5m2
sala de estar 40,50m2
sala de jantar 20,15m2
copa 8,70m2
cozinha 20m2
lavandaria 7.70m2
quarto empregada 9,70m2 wc 4,80 m2
suite ; 30m2 com closet wc 11,25m2
2 quartos : 16m2 cada wc 6m2
garagem 38m2 equivalente a 2 carros e estacionamento fora
arrumos lenha 6,60m2
arrumos tecnicos 3,70m2
boas áreas, com cozinha equipada, aquecimento central, lareira e alarme. 
magnífico jardim com alpendre para zona de refeições. 
aquecimento central: completo; 
aspiração central: completo;
mor7183 

 moradia t4 de um piso com 334 m², inserida em lote com 2.589m2 com possibilidade de construção ate 750m2
hall 10m2
wc social 5m2
sala de estar 40,50m2
sala de jantar 20,15m2
copa 8,70m2
cozinha 20m2
lavandaria 7.70m2
quarto empregada 9,70m2 wc 4,80 m2
suite ; 30m2 com closet wc 11,25m2
2 quartos : 16m2 cada wc 6m2
garagem 38m2 equivalente a 2 carros e estacionamento fora
arrumos lenha 6,60m2
arrumos tecnicos 3,70m2
boas áreas, com cozinha equipada, aquecimento central, lareira e alarme. 
magnífico jardim com alpendre para zona de refeições. 
aquecimento central: completo; 
aspiração central: completo;
mor7183",0,0,1
1409601,quinta da marinha,moradia,moradia - t4 + 2 - vende-se - quinta da marinha - mor11334,"comercializado por: quintela & penalva associados

licença ami: 6182

moradia em construção, de estilo contemporâneo e com vista de mar, na quinta da marinha. projecto de autoria arqº marques pereira. piso 0: garagem para 3 carros, sala de jogos e de cinema, garrafeira.piso 1: sala de estar, sala de jantar, cozinha, quarto de visitas, escritório e suite da empregada. piscina infinita com queda de água.piso 2: uma master suite com zona de closet e terraço, e duas suites.piso 3: terraço com barbecueprevisão de conclusão no final de 2017.possibilidade de compra no seu estado actual por 3.600.000.mor11334",0,0,1
1409615,quinta da marinha,moradia,moradia - t5+1 - vende-se - quinta da marinha - mor10051,"comercializado por: quintela & penalva associados

licença ami: 6182

moradia na quinta da marinha, de arquitectura contemporânea, em fase de renovação. praticamente térrea, tem só uma master suite com quase 90 m2 no 1º piso. em baixo, tem uma sala de quase 110m2 com saída para o jardim e piscina, e mais uma outra sala ou escritório, 3 suites, mais uma para empregada com zona de tratamentos de roupa, cozinha equipada com 30m2. garagem fechada para dois carros. paineis solares e aquecimento por piso radiante.mor10051",0,0,1
1409619,quinta da marinha,moradia,moradia - t6+2 - vende-se - quinta da marinha - mor5544,"comercializado por: quintela & penalva associados

licença ami: 6182

moradia excepcional na quinta da marinha. grande jardim com piscina aquecida. construção recente de grande qualidade, acabamentos de excelência.

- casa principal: 6 suites e 9 wc's
- anexo piscina: sala; quarto; wc; barbecue
- anexo t1: sala; quarto; wc
- garagem: 5 carros
mor5544 

 moradia excepcional na quinta da marinha. grande jardim com piscina aquecida. construção recente de grande qualidade, acabamentos de excelência.

- casa principal: 6 suites e 9 wc's
- anexo piscina: sala; quarto; wc; barbecue
- anexo t1: sala; quarto; wc
- garagem: 5 carros
mor5544",0,0,1
1409953,quinta da marinha,moradia,moradia v5 quinta da marinha cascais,"comercializado por: jll residencial

licença ami: 479

moradia t5 com 384m² de área útil, localizada na quinta da marinha, nova, inserida num lote de 1.505m² que se distribui em 2 pisos. no piso térreo uma sala de estar e jantar com 115m² toda voltada para o jardim e piscina, escritório, 4 suites, cozinha aberta para a sala com divisória amovível, quarto de empregada e zona de lavandaria. no piso superior, uma master suite com 82m², duas casas de banho e dois closets e ainda um terraço de 34m² voltado para o jardim. garagem.",0,0,1
1416842,nagueles,villa,villa en venta en nagüeles,posicióncerca de golfcerca de puertocerca de tiendascerca del marcerca de colegios; orientaciónsur; estadobuen; piscinaprivada; climatizaciónaire acondicionadosuelo radiante; vistasmontañajardínpiscina; caracteristicasarmarios empotradoscerca de transporteterraza privadasolarioaprtmnt. huéspedesbaño en-suitebarbacoaacristalamiento dobles; mueblesamuebladaopcionales; cocinaequipada; jardinprivado; seguridadalarma; aparcamientogaraje; categoríareventa,0,0,0
1417116,quinta da marinha,moradia,moradia térrea na quinta da marinha cascais  cascais e estoril,"divisõessuite(s) 4 
total quarto(s) 4 
casa(s) de banho 5 
sala(s) 2 
alpendre  
casa de banho privativa 5 
closet  
copa(s)  
cozinha(s)  
escritório(s)  
hall de entrada  
hall de quartos  
lavandaria  
número de pisos 1 
outra(s) sala(s)  
quarto de hóspedes  
sala(s) de jantar  
zona envolventeauto-estrada  
escola  
espaços verdes  
farmácia  
hipermercado  
polícia  
transportes públicos  
campo  
condomínio fechado  
equipamentosaquecimento central  
ar condicionado  
banheira  
caldeira  
detector de incêndio  
exaustor  
fogão  
fogão eléctrico  
forno  
frigorífico  
gás natural  
extrasconservação em uso 
fim da construção 1993-01-01 
áreasárea bruta 490.00 m²
área de terreno 1610.00 m²
infraestruturasanexos 1 
garagem 4 
piscina privada aquecida",0,0,1
1418859,golden mile,apartment,"apartment for sale in marina mariola, marbella golden mile","bedrooms: 2
													, 
															bathrooms: 2
													, 
															m² built: 125
													, 
															pool: communal
													, 
															garden: n/a
													, 
															m² plot n/a
													, 
															garage: private
													,",1,0,1
1419581,quinta da marinha,quinta,quinta da marinha - cascais,"comercializado por: cnd - imobiliária

licença ami: 2721

apartamento t3 quinta da marinha, em resort de luxo, fechado e porteiro 24h, com piscina,área de grande jardim, na fantástica zona da quinta da marinha, composto por: hall de entrada, sala de estar com lareira, pavimento em madeira de kempas, wc social, 2 quartos ambos com roupeiros, com saída para varanda, 1 wc de apoio aos mesmos, 1 suite com roupeiro com saída para varanda, cozinha totalmente equipada bosh e armários poggenpohl,excelente terraço.com jardim privativo, apartamento equipado com aquecimento central, aspiração central, ar condicionado, estores monitorizados, garagem para 2 carros, arrecadação, porteiro, ginásio, campo de ténis, campo de golf. acabamentos de alto nível, voltado a nascente, o imóvel é arrendado sem mobílias. zona de prestígio, espaços verdes envolventes.",0,0,1
1419585,quinta da marinha,quinta,quinta da marinha t3 duplex,"comercializado por: cnd - imobiliária

licença ami: 2721

quinta da marinha, t3 em duplex, condomínio fechado de luxo com piscina e jardim, constituído por: hall de entrada amplo, sala de estar com lareira, pavimento em madeira de kempas, lavabo social, 2 quartos com roupeiro e varanda, casa de banho, suite com roupeiro e varanda, outra suite, cozinha totalmente equipada bosh e armários poggenpohl,  apartamento equipado, aspiração central, ar condicionado, estores monitorizados, garagem para 2 carros, arrecadação, porteiro, ginásio, acabamentos de nível, voltado a nascente. zona de prestígio, espaços verdes envolventes. venha ver, estamos em cascais na avenida 25 de abril 890 d. 

 equipamentos: máquina de lavar roupa, máquina de lavar louça, jacuzzi, video porteiro, placa vitrocerâmica, microondas, aspirador, aspiração central, aquecimento central, isolamento térmico, exaustor, estores eléctricos, e mobilada 

  infraestruturas: piscina comum(coberta), piscina, parque infantil, terraço, salão de festas, piscina privada, jardim, campo de ténis, arrecadação, acesso para deficientes, ginásio, garagem, estacionamento coberto
zona envolvente:  posto de combustível, mercado, perto da praia, vista para campo, vista para lago, vista para montanha, vista para campo de golfe, vista para jardim, hospital, campo de golfe, centro comercial, auto-estrada, campo, condomínio fechado, farmácia, ginásio, escola, espaços verdes,",0,0,1
1420312,quinta da marinha,moradia,moradia v2 quinta da marinha cascais,"comercializado por: jll residencial

licença ami: 479

moradia t2 com 119m², a estrear, com varandas 5m² e 4m², inserida num novo empreendimento turístico na costa de cascais, localizado na exclusiva área natural da quinta da marinha, rodeado por dois campos de golfe, a escassos minutos da magnífica praia do guincho e apenas a 20 minutos da capital portuguesa.

o empreendimento - de arquitetura contemporânea - proporciona todo o conforto e comodidade, além de variados serviços de apoio. este produto de investimento oferece uma rendibilidade fixa de 4% ao ano, por um período de 6 anos.",0,0,0
1420421,quinta da marinha,moradia,moradia quinta da marinha - lote 1886 m2 - rua principal,"moradia isolada  na quinta da marinha com 580 m2 com áreas amplas, boa luminosidade, piscina aquecida num lote de 1886 m2. a moradia fica numa perpendicular a av. principal, tem uma piscina aquecida, duas boxes para 4 carros,  é composta por dois pisos e uma cave que se distribuem da seguinte forma: cave: salão com garrafeira.  rc: hall, lavandaria, quarto da empregada, master suite, duas casas de banho, cozinha e duas salas. 1º andar: 3 suites e uma sala com lareira que dá para um terraço.

    

comercialização: immoserviceprivé    
ami: 11743
    
referência interna: qm03",0,0,0
1420434,alenquer,moradia,"moradia isolada, usada, para venda, alenquer - alenquer","moradia de tipologia t7, com piscina, inserida em 2lotes de terreno com um total de 26.020m2, em alenquer. a habitação de 462m2 distribui-se por 2 pisos e tem 2 terraços. ao nível do r/chão tem-se: cozinha, despensa, sala de jantar, bar/convívio, wc, quarto, 1 casa de banho, lavandaria e alpendre. no 1º andar situa-se: hall, 4 quartos (duas suítes), sala de estar com lareira na zona central, 2 casas de banho e alpendre. o imóvel integra ainda, garagem para 3 automóveis, sala de jogos ligada a uma sala polivalente que contempla mezanino, arrecadação, alpendre e canil. a parte rústica tem cerca de 25.558m2 e é designada pelo nº 19. o imóvel localiza-se entre a aldeia de porto da luz e alenquer, com acesso pela n9, e na proximidade da urbanização albarroios villas e do centro de eventos de porto da luz. zona servida na envolvente por transportes públicos e com equipamentos de apoio nas imediações.

    

comercialização: tgb - imobiliária    
ami: 6385
    
referência interna: 02022803",0,0,1
1420926,nagueles,villa,3 bedroom villa for sale in nagüeles  r2764073,"double glazing, ensuite bathroom, fitted wardrobes, near transport, private terrace, storage room",0,0,0
1420939,nagueles,apartment,2 bedroom apartment for sale in nagüeles  r2985878,"covered terrace, fitted wardrobes, lift, near transport, paddle tennis, private terrace",0,0,0
1426572,nagueles,apartment,apartment for sale in nagüeles,"climate:  air conditioning, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, paddle tennis, garden:  communal, orientation:  south east, pool:  communal, setting:  town, close to shops, close to sea, close to town, close to schools, urbanisation",1,0,0
1426593,nagueles,villa,villa for sale in nagüeles,"climate:  air conditioning, features:  fitted wardrobes, near transport, private terrace, storage room, ensuite bathroom, double glazing, garden:  private",0,0,0
1426972,quinta da marinha,moradia,"moradias, cascais, quinta da marinha (cascais)","************não exportar************
moradia de construção inteligente na quinta da marinha em cascais, 
zona muito calma frente ao golf e com excelente orientação solar.
andar térreo:
*hall de entrada
*sala de jantar
*sala de estar
*cozinha equipada
*lavandaria
*casa de banho social
*escritório
*3 suites
*elevador
*terraço piscina e jardim virado para o golf.

andar -1
*grande sala de cinema
*sala de vinhos com portas em vidro temperaturizada
*ginásio com casa de banho
*pequeno apartamento para empregada

1 andar
*suite principal com closet e linda vista

nota:a moradia o jardim e a piscina, estão preparados para pessoas com mobilidade reduzida.
ano de contrução:2008

mor7148. veja este e outros imóveis em

    

comercialização: ideal homes portugal    
ami: 9540
    
referência interna: gvp_mor7148",0,0,0
1428692,alenquer,duplex,"apartamento t3 duplex, carregado, alenquer","comercializado por: alvarez marinho | engenharia e imobiliária

licença ami: 9369

ref: 1756-t3unl
financiamento até 100%. apartamento duplex t3 sito em carregado muito próximo de escolas, hipermercados, centro de saúde, cruz vermelha e acessos à a1. composto por sala, cozinha, wc social e hall de entrada no 1º piso e suíte, dois quartos e wc no piso superior. tem ampla arrecadação, parqueamento e ainda pré-instalação de aquecimento central. a informação disponibilizada, ainda que precisa, não dispensa a sua confirmação nem pode ser considerada vinculativa.",0,0,0
1430593,nagueles,house,"3 bedroom, 3 bathroom townhouse for sale in nagueles, marbella","3,  3, 320000, location: las cumbres de nagüeles, nagueles, marbella, reference: t3265, property type: townhouse, build size: 187 m², air conditioning, fireplace, gated complex, pool views, storage room, swimming pool, tennis paddle court",1,0,0
1431060,nagueles,villa,3 dormitorio villa en venta en nagüeles,"características generales categoría: casas de vacaciónes, contemporáneo, inversion, lujo, urge venta estado: buen, excelente------  otras características jardin: privado piscina: privado------  características interior climatización: aire acondicionado cocina: equipada muebles: sin amueblar------  características exterior caracteristicas: acristalamiento dobles, armarios empotrados, baño en-suite, cerca de transporte, terraza privada, trastero",0,0,0
1432442,quinta da marinha,quinta,to buy * t3 + terraço + jardim - quinta da marinha,"comercializado por: homelovers®

licença ami: 9089

1.360.000185m2sala de estarcozinha totalmente equipada3 quartos3 wcarrecadação 13,25m2terraço 46,19m2jardim privativo 226,14m2vidros duplosestores eléctricosar condicionadocasa inserida em condomíniojardim piscinasegurança 24 horas serenity spaginásioserviço de concierge2 lugares de garagemclasse energética: b

ls-02183
hl®",0,0,1
1432515,quinta da marinha,quinta,to buy - t3 - terraço - garagem - quinta da marinha,"comercializado por: homelovers®

licença ami: 9089

to buy - t3 - terraço - garagem -  quinta da marinha

1.245.000
186m2
sala de estar
cozinha totalmente equipada
3 quartos
3 wc
arrecadação 12,15m2
terraço 32,92m2
vidros duplos
estores eléctricos
ar condicionado
casa inserida em condomínio
jardim 
piscina
spa
ginásio
segurança 24h
concierge
2 lugares de garagem
classe energética: b
ref: ls-02184",0,0,1
1432518,quinta da marinha,duplex,to buy - t3 duplex mobilado - piscina - garagem - quinta da marinha,"comercializado por: homelovers®

licença ami: 9089

to buy - t3  duplex mobilado - piscina - garagem - quinta da marinha

1.195.000
193,19m2
sala de estar
cozinha totalmente equipada
3 quartos
3 wc
arrecadação 31,21m2
terraço 24,07m2
vidros duplos
estores eléctricos
ar condicionado
casa inserida em condomínio
jardim 
piscina
spa
ginásio
segurança 24h
concierge
2 lugares de garagem
classe energética: a
ref: ls-02182",0,0,1
1432725,quinta da marinha,moradia,fantástica moradia térrea na melhor zona da quinta da marinha,"comercializado por: 1st imobiliária

licença ami: 9815

na mais prestigiada zona da quinta da marinha em cascais, encontra-se disponível para si uma propriedade composta por um terreno de 1610 m2 com uma parcela adicional de jardim passivel de ser adicionada por opção do comprador. 

esta propriedade é constituída por:
moradia térrea com 490 m2 composta por hall de entrada; 4 suites de grandes dimensões (ver descritivo de áreas), uma das quais totalmente independente; escritório; sala de estar com 72 m2; sala de piano com 28 m2 e casa de jantar de 19 m2 e grande cozinha e copa;
2 garagens para 2 carros cada, uma fechada e uma coberta;
grande piscina e casa de apoio
pequeno pomar nas traseiras

toda a casa é extremamente solarenga e a harmonia dos espaços confere-lhe um ambiente de extremo bom gosto.",0,0,1
1432872,alenquer,moradia,moradia rústica t3 a poucos minutos de torres vedras e alenquer,"moradia rústica t3, a poucos minutos de torres vedras e alenquer, localizada em aldeia pacata. muito estimada, com forno de lenha e churrasqueira no logradouro. boas áreas, sala com salamandra e sótão com mezanino.",0,0,0
1433430,quinta da marinha,moradia,fantástica moradia térrea na melhor zona da quinta da marinha,"alarme,  ar condicionado,  casa das  máquinas,  churrasco,  cozinha equipada,  despensa,  fibra óptica,  gás canalizado,  jardim,  lareira,  painéis solares,  piscina privada,  porta blindada,  suite,  vista de campo/serra",0,0,0
1437312,quinta da marinha,moradia,óptima moradia para recuperar na quinta da marinha (sul),"aquecimento central,  arrecadação,  cozinha equipada,  despensa,  fibra óptica,  fossa séptica,  jardim,  lareira,  suite,  vista de campo/serra",0,0,0
1437605,quinta da marinha,moradia,óptima moradia para recuperar na quinta da marinha (sul),"comercializado por: maria josé jonet

licença ami: 7935

moradia composta por 2 andares. com grande potencial para remodelar. 
r/c- hall, lavabo social, sala de estar, casa de jantar, cozinha com zona de lavandaria, 1 salinha, 1 suite, 3 quartos 2 casas de banho.
1º- quarto principal, com casa de banho e terraço.
orientação a sul
grande jardim. 
anexo de jardim para arrumação",0,0,0
