"var004","var031","var145","var189","target","var005","var008","var009","var024","var044","var045","var072","var074","var125","var130","var170","var175","var178","target"
"b","1","0","0",-0.857,9.16,0.614,4.14,5.51,18.4,5.11,2.71,7.86,4.43,-0.891,20.4,-0.586,-8.1,-0.857
"b","0","1","0",-0.939,9.17,0.845,-1.83,5.43,-1.03,2.27,1.61,-4.09,4.33,-1.31,15.1,-0.482,-6.59,-0.939
"b","1","1","0",0.302,9.18,1.83,-2.45,5.41,9.16,11.1,8.69,-0.414,4.42,-1.72,22.6,-0.509,-6.37,0.302
"b","0","0","1",1.31,9.19,2.53,-2.46,5.48,0.532,11.6,7.29,-6.34,4.68,-2.11,23.3,-0.674,-7.44,1.31
"b","1","0","0",0.39,9.18,2.12,-0.923,5.61,17.2,9.54,7.25,13.1,5.08,-2.46,7.03,-0.963,-6.85,0.39
"b","1","1","0",-0.445,9.16,1.24,-4.06,5.81,2.29,11.4,11.2,18.7,5.56,-2.76,9.33,-1.35,-6.93,-0.445
"b","1","0","0",0.634,9.13,0.617,-3.4,6.07,9.59,10.1,11,6.92,6.07,-2.99,19.7,-1.78,-7.67,0.634
"b","1","1","1",-0.655,9.08,0.465,-0.681,6.36,10.7,12.7,11.3,5.82,6.56,-3.17,6.36,-2.2,-7.97,-0.655
"c","1","1","1",2.98,9.01,2.07,-6.25,6.66,6.49,4.26,6.23,5.67,6.98,-3.28,23.1,-2.57,-7.34,2.98
"c","1","1","0",-0.151,8.92,1.92,1.88,6.94,-0.516,5.7,9.83,13.5,7.3,-3.32,22.4,-2.86,-7.73,-0.151
"b","0","1","1",0.248,8.83,2.56,1.23,7.17,19.7,9.72,1.63,-4.25,7.51,-3.29,12.1,-3.05,-6.61,0.248
"b","0","1","0",-0.704,8.73,2.54,6.47,7.33,12.5,5.33,3.28,22.4,7.6,-3.2,20.8,-3.14,-8.2,-0.704
"b","1","0","1",0.161,8.65,-0.0499,-4.18,7.39,13.7,1.95,7.83,13.2,7.57,-3.06,21.6,-3.12,-6.38,0.161
"b","0","1","1",-0.36,8.58,2.35,-5.02,7.36,9.9,1.2,2.96,11.6,7.46,-2.89,22.5,-2.99,-7.73,-0.36
"b","1","1","1",-0.681,8.53,2.38,-0.472,7.25,-1.32,6.4,11.8,16,7.28,-2.72,8.6,-2.79,-7.88,-0.681
"b","0","1","0",0.24,8.51,1.68,-0.643,7.09,6.4,3.12,4.05,19.4,7.06,-2.57,22.2,-2.55,-8.64,0.24
"b","1","1","0",-0.444,8.53,1.14,-7.3,6.9,1.42,3.34,3.34,10.4,6.86,-2.46,14.6,-2.31,-6.02,-0.444
"b","1","1","0",-0.771,8.56,0.78,1.16,6.7,10.7,4.57,7.51,7,6.69,-2.39,6.08,-2.11,-7.31,-0.771
"b","1","0","0",1.06,8.62,2.6,-2.38,6.53,1.6,8.86,7.25,-2.54,6.57,-2.37,18.1,-1.99,-6.59,1.06
"b","0","0","0",0.894,8.69,1.99,-2.25,6.38,22.3,6.38,4.24,-11.3,6.53,-2.37,20.6,-1.97,-8.11,0.894
"c","0","1","0",1.3,8.76,1.39,-4.63,6.26,0.232,2.72,8.08,14.5,7.46,-2.4,23,-2.06,-7.81,1.3
"b","1","1","0",-0.649,8.83,0.0276,-5.81,6.17,19.5,7.2,9.44,-4.9,6.63,-2.45,13.5,-2.27,-7.16,-0.649
"c","0","0","1",1.65,8.89,1.39,2.29,6.11,23.4,9.31,7.93,3.74,6.74,-2.49,18.3,-2.6,-5.3,1.65
"c","0","0","1",3.44,8.94,-0.222,-4.12,6.08,19.2,4,5.53,-5.08,6.85,-2.53,20.5,-3.04,-8.71,3.44
"b","1","0","0",-0.311,8.98,0.391,1.06,6.07,13.1,1.39,11.2,16.7,6.94,-2.56,13.8,-3.53,-6.8,-0.311
"c","0","1","0",-0.88,9,0.476,0.801,6.07,6.67,7.38,-2.49,14.7,7,-2.58,5.96,-4.05,-6.64,-0.88
"b","1","1","0",-0.281,9,0.966,-1.73,6.06,7.89,7.88,11.2,5.1,7.02,-2.56,5.57,-4.52,-7.25,-0.281
"c","0","0","0",-0.0317,8.99,2.35,-0.0401,6.04,2.15,1.47,8.48,-9.61,6.99,-2.51,12.2,-4.91,-7.76,-0.0317
"b","1","1","0",0.123,8.98,-0.168,1.43,6,10.5,12.2,6.89,9.06,6.92,-2.44,8.6,-5.16,-6.9,0.123
"c","0","0","0",0.0713,8.95,1.49,-1.2,5.94,9.91,6.5,8.84,19.4,6.84,-2.37,21.4,-5.23,-7.57,0.0713
"c","1","1","0",0.117,8.92,2.31,-9.02,5.85,-3.13,11.4,7.37,-7.69,6.77,-2.3,15.5,-5.12,-8.37,0.117
"c","0","1","0",-0.629,8.89,0.712,2.02,5.75,14.2,4.29,14.4,-7.9,6.73,-2.26,18.5,-4.85,-7.91,-0.629
"c","1","0","1",2.09,8.87,-0.228,-2.76,5.67,22,2.9,11.4,15.6,6.73,-2.23,5.35,-4.46,-7.81,2.09
"b","0","0","0",0.0469,8.85,1.51,-4.72,5.59,27.8,1.27,8.78,16.6,6.79,-2.21,13.6,-3.98,-6.27,0.0469
"b","0","0","0",-0.406,8.84,0.348,-0.929,5.55,6.69,6.72,3.05,20.6,6.89,-2.18,5.16,-3.48,-7.84,-0.406
"c","0","1","0",0.0585,8.83,1.27,2.99,5.52,19.1,6.87,1.8,13.7,7.04,-2.15,18.3,-3,-6.43,0.0585
"b","1","1","0",-1.89,8.83,-0.513,3.24,5.54,5.53,2.01,10.6,4.62,7.22,-2.09,13.8,-2.59,-5.64,-1.89
"c","0","0","0",-0.248,8.84,1.25,0.556,5.58,7.37,7.75,11.7,8.14,7.41,-2.03,11.6,-2.25,-7.03,-0.248
"b","0","0","0",0.943,8.85,2.23,2.4,5.68,7.48,12.3,12.4,3.53,7.6,-1.97,22.5,-2.01,-5.66,0.943
"b","0","1","0",0.386,8.85,0.0804,-5.81,5.82,7.04,11.5,14.5,24.7,7.77,-1.93,8.12,-1.83,-7.63,0.386
"b","0","1","0",-1.09,8.87,2.29,0.537,6,0.167,6.24,9.15,7.99,7.9,-1.93,9.62,-1.72,-8.32,-1.09
"b","0","1","0",1.27,8.88,1.82,-2.93,6.21,11.5,8.37,11.8,4.67,7.97,-1.97,21.8,-1.65,-7.51,1.27
"c","0","1","0",-0.463,8.89,1.42,-0.603,6.42,10.7,8.8,7.99,7.08,7.98,-2.04,15.1,-1.62,-7.32,-0.463
"b","0","0","0",0.313,8.91,0.447,-3.43,6.63,10.5,11.1,11.4,14.3,7.9,-2.12,9.76,-1.63,-6.1,0.313
"b","0","1","0",-0.0708,8.92,1.07,-1.69,6.8,4.69,11.5,17.9,-6.58,7.73,-2.19,15.4,-1.69,-8.68,-0.0708
"c","1","0","0",1.17,8.94,2.3,-0.458,6.91,14.7,9,8.41,11.3,7.49,-2.21,19.5,-1.79,-6.38,1.17
"c","0","0","1",3.07,8.97,1.53,0.429,6.94,13.3,10.2,4.8,4.94,7.19,-2.19,20.2,-1.94,-8.26,3.07
"c","1","1","0",0.205,8.99,0.447,-4.13,6.89,9.51,9.54,8.4,12.4,6.87,-2.1,7.91,-2.11,-8.32,0.205
"b","0","0","0",-0.296,9.01,0.767,-5.41,6.75,15.7,5.34,5.88,3.6,6.54,-1.95,17.2,-2.3,-7.17,-0.296
"b","1","1","1",-0.405,9.02,1.01,0.495,6.56,4.92,8.73,3.78,5.47,6.25,-1.74,6.93,-2.48,-5.32,-0.405
"b","1","1","0",-0.218,9.04,0.218,0.576,6.31,-1.9,7.29,-0.136,15.5,6.01,-1.48,16,-2.64,-7.31,-0.218
"b","1","1","0",-1.1,9.06,1.59,-1.23,6.05,20.3,3.89,5.55,10.8,5.86,-1.18,10.7,-2.76,-7.82,-1.1
"c","1","0","0",0.547,9.09,0.841,-2.35,5.8,6.89,12.7,8.83,-7.52,5.81,-0.866,15.5,-2.84,-6.87,0.547
"b","1","1","0",-1.64,9.12,-0.253,-0.648,5.58,9.1,1.83,12,26.1,5.87,-0.553,10.5,-2.87,-6.47,-1.64
"c","1","1","0",-0.454,9.16,1.68,0.734,5.42,26.8,1.98,7.97,-6.34,6.02,-0.266,14.5,-2.87,-7.38,-0.454
"b","0","0","0",-0.152,9.19,2.01,-1.19,5.32,15.9,8.82,10.6,18.5,6.24,-0.0227,20.9,-2.85,-6.41,-0.152
"b","0","1","1",-1.24,9.23,-0.00831,-0.413,5.27,12.7,9.03,13.6,18,6.5,0.158,12.3,-2.83,-6.94,-1.24
"c","1","0","0",-0.104,9.25,2.02,-0.0772,5.26,0.836,5.53,6.35,5.9,6.75,0.262,5.65,-2.81,-8.32,-0.104
"b","0","1","0",-0.194,9.26,2.54,-5.67,5.27,20.5,7.07,10.6,18.5,6.95,0.285,5.46,-2.8,-6.42,-0.194
"b","0","0","0",0.76,9.27,2.65,-4.92,5.31,-1.01,6.12,9.05,8.64,7.1,0.23,20.1,-2.79,-8.02,0.76
"b","1","1","0",-0.656,9.26,1.22,-0.901,5.37,-2.8,11.4,4.02,24.7,7.16,0.105,8.26,-2.77,-5.79,-0.656
"b","1","0","1",-0.442,9.26,-0.2,-0.176,5.45,19.7,2.81,6.44,2.07,7.15,-0.0812,17.4,-2.72,-6.55,-0.442
"c","0","0","0",-0.0233,9.24,0.0259,0.299,5.54,15.8,12.9,6.13,12.7,7.08,-0.325,7.66,-2.64,-6.34,-0.0233
"b","1","0","0",-0.00682,9.22,2.59,-1.89,5.66,7.37,4.17,11,2.41,6.96,-0.62,7.3,-2.53,-6.75,-0.00682
"b","1","1","0",-0.708,9.2,1.88,2.43,5.8,-9.43,2.59,13,12.7,6.81,-0.954,11.2,-2.4,-8.3,-0.708
"c","1","0","0",0.73,9.17,-0.294,-5.07,5.95,2.82,13.1,7.88,9.4,6.66,-1.3,17.9,-2.29,-6.67,0.73
"b","0","1","1",-0.314,9.14,2.47,-6.1,6.09,4.78,7.93,12.5,10.2,6.52,-1.64,13.7,-2.21,-3.64,-0.314
"b","1","1","0",-1.29,9.1,0.0708,-0.216,6.21,7.92,8.42,2.47,21.5,6.4,-1.95,7.41,-2.19,-5.23,-1.29
"c","0","0","0",1.2,9.05,-0.0599,-1.61,6.3,6.72,13.2,2.06,0.865,6.32,-2.18,21,-2.22,-7.47,1.2
"b","1","1","0",-0.679,9.01,0.318,-2.33,6.34,3.63,1.66,2.43,8.55,6.27,-2.34,7.32,-2.3,-7.61,-0.679
"b","1","1","1",0.216,8.96,0.165,-0.666,6.33,0.897,5.03,5.06,1.17,6.25,-2.43,22.3,-2.41,-6.8,0.216
"c","1","0","1",2.19,8.98,2,1.81,6.29,5.83,7.73,9.59,-11.8,6.25,-2.43,17,-2.53,-7.49,2.19
"b","1","0","1",-0.158,8.98,1.61,-3.8,6.22,-0.455,5.8,7.12,13.6,6.29,-2.36,10.4,-2.62,-8.19,-0.158
"b","1","0","1",-1.02,8.88,0.583,0.317,6.13,-2.39,10.9,8.48,-2.61,6.36,-2.24,7.05,-2.67,-7.24,-1.02
"c","0","1","0",-0.615,8.87,2.14,1.67,6.06,15.8,5.29,2.73,10.2,6.47,-2.07,6.77,-2.64,-7.08,-0.615
"b","1","0","0",0.802,8.87,1.47,-4.04,6.01,13,10.7,15.4,20.7,6.63,-1.89,18.7,-2.54,-6.14,0.802
"b","0","1","0",0.511,8.88,1.96,-2.69,5.99,-14.3,13.1,3.81,2.51,6.82,-1.7,12.2,-2.38,-7.11,0.511
"b","0","1","0",-1.36,8.9,-0.0135,-3.86,5.99,18.9,1.24,10.7,9.58,7.05,-1.55,15,-2.91,-7.37,-1.36
"b","0","1","0",-0.968,8.93,2.03,-1.79,6.02,4.48,1.9,-2.17,-2.27,7.32,-1.45,20.8,-1.99,-7.94,-0.968
"b","0","1","0",-0.98,8.97,1.85,3.06,6.05,12.9,7.62,6.27,0.815,7.61,-1.42,13.3,-1.84,-8.72,-0.98
"b","0","1","0",0.177,9.01,0.299,-1.79,6.07,5.21,3.27,2.12,15.2,7.92,-1.49,18.7,-1.73,-5.99,0.177
"b","0","1","0",-0.15,9.07,1.6,-3.57,6.07,2.89,11.4,10.1,11.5,8.21,-1.65,11.3,-1.68,-7.29,-0.15
"b","0","1","1",0.187,9.12,0.0114,-5.46,6.03,13,5.5,5.47,9.21,8.49,-1.89,10.8,-1.68,-7.49,0.187
"c","1","1","0",-1.21,9.18,2.25,3,5.96,11.4,2.01,1.14,17.6,8.74,-2.19,14.4,-1.73,-8.47,-1.21
"b","0","1","0",0.0746,9.25,2.06,-5.69,5.85,11.9,8.09,3.55,4.49,8.94,-2.54,16.8,-1.81,-7.73,0.0746
"c","0","0","0",-1.29,9.31,0.366,-4.76,5.71,11.9,2.1,18,2.02,9.06,-2.9,7.19,-1.92,-7.15,-1.29
"b","1","1","0",-0.542,9.37,0.802,1.2,5.57,11.6,4.21,-1.22,1.66,9.11,-3.26,14.7,-2.04,-7.65,-0.542
"b","0","0","0",-1.1,9.43,0.0955,-2.19,5.42,12,1.29,8.23,2.68,9.05,-3.59,11.4,-2.15,-6.13,-1.1
"b","0","0","1",-0.0211,9.48,0.652,-2.89,5.29,9.75,1.89,12.6,5.49,8.9,-3.87,20.6,-2.24,-6.25,-0.0211
"b","0","1","0",-0.0327,9.52,2.32,5.97,5.19,13.9,10.2,11.4,-0.534,8.64,-4.07,18.3,-2.29,-8.65,-0.0327
"c","1","0","1",1.85,9.55,0.627,-3.35,5.14,10.5,3.67,6.58,3.22,8.3,-4.18,16.7,-2.31,-8.72,1.85
"b","0","1","1",-0.819,9.57,1.87,-4.49,5.13,11,1.6,12.2,12,7.9,-4.18,18.7,-2.31,-7.45,-0.819
"b","0","1","1",-0.0965,9.57,0.368,-10.1,5.18,5.18,7.78,9.82,12.4,7.49,-4.06,9.76,-2.32,-7.07,-0.0965
"c","1","1","0",-1.54,9.56,0.19,4.39,5.28,28.8,3.91,11,15.5,7.09,-3.82,18.1,-2.39,-8,-1.54
"b","0","0","1",2.14,9.53,1.83,-0.937,5.44,10.5,12.1,1.46,25,6.75,-3.46,21.7,-2.51,-6.79,2.14
"b","1","0","0",0.0392,9.5,0.307,-0.553,5.63,14,11.2,4.35,-0.82,6.5,-2.99,5.87,-2.71,-6.11,0.0392
"b","1","0","1",-0.332,9.46,1.11,2.79,5.84,10.3,8.53,7.73,2.63,6.35,-2.44,21.1,-2.96,-7.01,-0.332
"b","0","0","1",1.42,9.41,2.7,2.34,6.05,5.47,10.3,3.45,2.63,6.32,-1.84,22.9,-3.25,-8.41,1.42
"c","1","0","0",0.252,9.36,0.49,-5.45,6.24,15.9,8.29,8.39,30.2,6.4,-1.23,16.5,-3.55,-6.27,0.252
"b","0","0","0",-0.869,9.31,1.7,-1.63,6.4,19.8,2.83,7.64,0.665,6.57,-0.646,18.2,-3.82,-6.51,-0.869
"b","0","0","0",0.563,9.25,1.07,0.466,6.5,10.3,10.7,7.35,0.521,6.79,-0.144,11.2,-4.04,-7.76,0.563
"b","1","0","0",-0.641,9.19,0.776,-1.57,6.53,-5.55,9.73,4.02,-3.88,7.04,0.241,5.71,-4.19,-8.13,-0.641
"c","1","1","0",-1.02,9.13,1.04,-3.63,6.5,6.24,4.2,5.65,19.2,7.31,0.49,11.3,-4.27,-6.59,-1.02
"c","0","0","1",2.83,9.08,2.38,-1.95,6.41,11.9,10.8,9.6,5.3,7.57,0.594,13.1,-4.3,-6.22,2.83
"c","0","1","0",-0.149,9.04,1.83,-1.05,6.27,2.45,5.98,5.73,-17.8,7.83,0.56,8.3,-4.28,-6.72,-0.149
"b","1","1","0",0.565,9.01,2.47,-2.25,6.12,2.14,5.9,2.97,25.4,8.06,0.401,19.5,-4.26,-8.23,0.565
"b","0","1","0",-0.304,9,2.05,3.13,5.98,-3.42,1.9,11.6,4.42,8.26,0.136,9.19,-4.25,-4.77,-0.304
"c","0","0","0",-0.186,9.01,-0.0333,-0.628,5.86,-0.428,8.88,11.6,-0.362,8.39,-0.22,15.5,-4.27,-5.97,-0.186
"b","1","0","0",-0.179,9.02,2.53,-3.43,5.78,8.77,6.1,5.14,22.1,8.44,-0.65,17.9,-4.31,-7.98,-0.179
"b","0","0","1",-0.588,9.05,0.043,-0.115,5.74,6.86,13.3,9.66,20.4,8.4,-1.13,10.2,-4.38,-7.08,-0.588
"b","1","0","0",0.289,9.08,-0.299,-0.937,5.73,14.6,12.7,8.32,3.92,8.25,-1.64,18.7,-4.44,-6.5,0.289
"c","1","1","0",0.0918,9.1,1.04,-1.61,5.74,-14.8,8.53,12.7,7.4,8.02,-2.13,21.8,-4.49,-6.47,0.0918
"b","0","0","0",0.892,9.12,0.747,-0.241,5.78,2.97,11.8,3.18,-17.8,7.73,-2.56,19.6,-4.48,-7.27,0.892
"b","1","0","0",-0.507,9.12,1.01,-3.02,5.83,14,13.5,9.29,3.83,7.4,-2.9,12.1,-4.42,-7.7,-0.507
"b","0","1","0",-0.0101,9.11,1.16,-6.44,5.89,6.17,10.9,8.94,-0.639,7.08,-3.12,9.41,-4.29,-6.89,-0.0101
"b","1","0","0",-0.291,9.09,1.57,3.61,5.96,9.39,2.46,9.47,10.1,6.79,-3.23,20.2,-4.1,-7.24,-0.291
"b","0","1","0",-0.171,9.06,0.636,-0.994,6.03,8.46,5.98,6.65,10.4,6.56,-3.26,7.69,-3.84,-7.36,-0.171
"b","1","0","0",-0.429,9.02,-0.462,-0.396,6.1,5.64,7.73,10,-7.71,6.41,-3.21,9.73,-3.51,-8.78,-0.429
"b","1","0","1",0.343,8.98,0.511,-1.98,6.15,16.7,13.6,11.9,11.9,6.36,-3.1,5.71,-3.12,-7.56,0.343
"b","1","1","0",-0.467,8.94,1.57,3.09,6.19,9.63,9.57,11,3.25,6.4,-2.96,17.5,-2.67,-6.53,-0.467
"b","1","0","0",0.967,8.92,1.97,-4.03,6.21,-1.42,11.2,14.9,13.4,6.51,-2.79,14.5,-2.17,-6.05,0.967
"b","0","0","0",1.98,8.92,1.77,-7.23,6.2,-1.84,5.66,3.27,8.4,6.69,-2.59,23.5,-1.66,-7.42,1.98
"b","1","0","0",0.00166,8.94,1.6,4.23,6.17,17.4,13.1,15.1,-8.93,6.9,-2.36,15.3,-1.15,-6.38,0.00166
"c","1","1","0",-0.493,8.98,1.51,-4.85,6.12,9.75,5.4,7.13,20,7.11,-2.1,18.1,-0.702,-6.29,-0.493
"c","0","1","1",1.2,9.04,0.00239,-2.33,6.05,-2.37,4.52,6.79,-1.98,7.31,-1.84,7.28,-0.357,-7.44,1.2
"b","1","0","0",0.729,9.11,2.51,-4.15,5.97,7.32,12.8,6.66,20.9,7.48,-1.58,11,-0.153,-8.08,0.729
"b","0","1","0",-0.839,9.19,1.19,3.04,5.89,4.83,3.41,10.6,27.1,7.61,-1.37,19.5,-0.11,-6.47,-0.839
"b","0","1","1",0.514,9.26,2.2,-2.8,5.82,-4.41,8.17,13.5,25.2,7.7,-1.21,14,-0.228,-6.59,0.514
"c","0","0","1",3.58,9.32,1.76,-3.39,5.77,5.09,13.2,6.3,9.77,7.76,-1.12,14,-0.491,-7.4,3.58
"c","0","0","0",-0.191,9.36,1.11,0.124,5.74,12.8,10.5,4.71,29.9,7.79,-1.08,11.6,-0.876,-7.03,-0.191
"b","0","1","0",0.0197,9.37,0.172,-2.14,5.74,10.1,13.2,9.5,14.8,7.81,-1.09,10.1,-1.35,-6.29,0.0197
"b","0","0","0",0.603,9.36,1.99,-3.31,5.78,19.7,3.43,8.9,8,7.84,-1.1,20.5,-1.88,-6.16,0.603
"c","0","0","0",-0.648,9.32,1.09,3.26,5.87,8.46,6.6,7.94,-3.2,7.87,-1.1,7.66,-2.41,-9,-0.648
"c","1","0","0",-0.0896,9.27,-0.0552,1.98,5.99,9.08,10.5,6.34,8.19,7.9,-1.08,13.4,-2.89,-7.3,-0.0896
"b","0","0","1",-0.118,9.2,0.527,-0.263,6.15,4.49,9.67,5.65,9.04,7.92,-1.04,6.34,-3.29,-6.78,-0.118
"b","1","1","0",-1.2,9.12,-0.385,2.07,6.34,10.2,5.87,1.34,4.34,7.92,-0.962,12.4,-3.56,-6.27,-1.2
"c","0","0","1",2.17,9.03,1.09,-1.81,6.53,7.18,6.09,7.18,17.8,7.89,-0.863,16.5,-3.69,-8.52,2.17
"c","1","1","1",1.68,8.95,-0.0949,-2.7,6.72,-0.533,4.17,2.21,-11.8,7.84,-0.743,9.68,-3.67,-6.65,1.68
"b","0","0","1",-0.0889,8.87,1.71,-3.05,6.88,2.64,8.33,9.19,9.4,7.77,-0.605,11,-3.52,-7.45,-0.0889
"b","0","0","0",-0.919,8.81,1.45,1.7,7.01,7.42,2.11,5.47,17.5,7.72,-0.458,6.62,-3.29,-7.77,-0.919
"c","1","1","0",0.34,8.76,2.48,-5.7,7.08,-4.83,11.7,6.91,18.2,7.68,-0.315,17.2,-3.01,-6.59,0.34
"b","0","0","0",-0.28,8.72,-0.0817,-1.16,7.09,9.65,3.78,6.55,7.16,7.68,-0.195,10.1,-2.74,-7.62,-0.28
"b","1","0","0",1.21,8.7,2.07,0.237,7.06,6.89,12.2,8.97,-5.52,7.72,-0.112,18.8,-2.51,-8.03,1.21
"b","1","0","1",0.667,8.7,1.46,0.381,6.99,6.41,9.72,2.15,4.19,7.8,-0.0817,20.3,-2.33,-6.53,0.667
"b","1","1","0",-1.44,8.71,0.815,4.49,6.91,1.21,5.3,3.04,15.5,7.9,-0.112,14.8,-2.21,-6.67,-1.44
"b","0","0","0",0.171,8.72,2.37,0.573,6.82,3.64,11.2,4.87,-5.94,7.99,-0.204,14.4,-2.16,-6.34,0.171
"b","0","0","0",0.561,8.74,1.63,3.3,6.74,8.82,8.9,-2.06,4.09,8.05,-0.347,13.7,-2.18,-6.29,0.561
"c","0","0","1",3.06,8.75,-0.188,-4.71,6.69,15.9,9.53,6.54,13.2,8.05,-0.525,14.3,-2.27,-6.48,3.06
"c","0","0","1",2.69,8.77,1.12,-3.05,6.66,11,9.59,5.34,10.9,7.46,-0.717,11.3,-2.91,-8.6,2.69
"b","1","1","1",0.342,8.78,0.548,-1.48,6.67,14.4,3.85,7.8,5.92,7.91,-0.905,17,-2.63,-8.25,0.342
"b","1","0","0",0.0871,8.79,2.01,5.47,6.71,8.82,2.78,8.32,18.4,7.79,-1.08,6.24,-2.86,-7.62,0.0871
"c","1","1","1",1.56,8.79,0.583,-1.45,6.76,19.8,8.68,6.15,-1.23,7.65,-1.24,14.5,-3.1,-7.1,1.56
"c","1","0","0",0.786,8.78,2.64,-2.36,6.81,6.09,11.3,3.93,4.37,7.51,-1.38,12.3,-3.35,-8.55,0.786
"b","0","0","1",0.19,8.77,0.456,0.89,6.86,9.84,8.78,12.1,21,7.39,-1.51,15.3,-3.58,-7.46,0.19
"c","0","1","0",-0.268,8.75,2.2,5.05,6.89,8.46,13.7,5.9,9.32,7.3,-1.64,10.4,-3.8,-6.02,-0.268
"c","1","0","0",-0.885,8.72,1.93,-1.82,6.91,19.3,2.74,5.82,-0.861,7.25,-1.77,14,-4,-8.13,-0.885
"c","0","1","0",-0.703,8.7,-0.0272,-0.641,6.9,14.9,10.9,11,9.74,7.23,-1.92,7.06,-4.2,-7.48,-0.703
"b","1","0","1",-0.416,8.69,1.59,-0.387,6.88,12.5,3.04,7.71,9.14,7.24,-2.1,12,-4.37,-6.46,-0.416
"c","1","0","1",3.1,8.69,2.47,2.61,6.84,7.95,11,6.99,3.78,7.27,-2.3,11.6,-4.49,-6.68,3.1
"c","0","1","0",-0.773,8.7,1.54,1.72,6.79,16,11.2,7,15.9,7.31,-2.54,6,-4.52,-8.47,-0.773
"c","1","1","0",-0.365,8.98,2.47,-1.7,6.73,14.5,2.58,7.22,24.7,7.35,-2.8,21.8,-4.46,-7.62,-0.365
"b","1","0","0",0.252,8.75,2.32,-2.77,6.68,-4.23,5.52,9.43,0.73,7.38,-3.07,10.7,-4.29,-7.23,0.252
"b","1","0","0",-0.814,8.79,-0.499,-4.64,6.62,7.54,7.49,2.33,8.38,7.4,-3.34,13.8,-4.04,-5.3,-0.814
"c","1","0","1",2.06,8.84,-0.0897,0.622,6.56,14.7,1.78,11.2,0.189,7.42,-3.57,17.7,-3.76,-5.4,2.06
"b","1","0","0",0.238,8.89,0.308,1.4,6.49,3.01,13.4,14.7,12.4,7.43,-3.76,17.6,-3.49,-7.3,0.238
"c","1","0","0",-0.176,8.95,1.32,0.164,6.42,1.63,2.7,5.02,5.89,7.45,-3.9,22.4,-3.29,-7.1,-0.176
"b","1","0","1",-1.63,9.01,1.29,3.93,6.33,1.29,2.16,6.01,-2.9,7.49,-3.97,11.8,-3.18,-7.65,-1.63
"b","1","1","1",-1.15,9.07,-0.237,3.94,6.23,6.13,2.94,6.83,19.1,7.56,-3.96,19.9,-3.19,-6.72,-1.15
"b","1","1","0",-0.551,9.12,2.03,-1.26,6.11,12.1,9.26,7.08,-13.5,7.64,-3.86,5.51,-3.31,-8.1,-0.551
"b","0","0","0",0.801,9.18,1.83,2.55,5.97,1.36,5.42,9.31,13.2,7.74,-3.69,22.7,-3.54,-7.99,0.801
"c","0","1","1",2.04,9.22,-0.301,1.86,5.83,5.36,2.48,3.96,0.983,7.85,-3.45,16,-3.84,-5.36,2.04
"b","1","1","0",-0.802,9.26,0.211,-1.47,5.69,4.11,11.3,6.77,2.04,7.94,-3.16,7.68,-4.15,-6.68,-0.802
"b","0","1","0",-1.55,9.28,0.233,5.45,6.2,9.32,8.72,13.1,10.3,8.02,-2.84,14.6,-4.44,-7.21,-1.55
"c","1","1","0",0.738,9.29,2.33,-2.08,5.49,-0.679,11.8,7.42,8.74,8.04,-2.51,16.2,-4.66,-7.35,0.738
"b","1","0","0",0.98,9.3,2.43,4.88,5.47,12.1,8.17,3.04,20.4,8.02,-2.19,23.2,-4.81,-7.03,0.98
"c","0","0","0",-1.41,9.29,0.33,1.11,5.51,16.3,4.67,10.1,6.76,7.93,-1.9,14.9,-4.85,-6.96,-1.41
"b","0","1","0",-0.8,9.28,2.56,-4.19,5.62,13.2,5.75,3.32,2.71,7.78,-1.65,9.25,-4.78,-6.29,-0.8
"b","1","1","0",0.185,9.27,2.74,-2.17,5.8,0.902,5.91,0.746,3.68,7.56,-1.44,16.6,-2.91,-7.46,0.185
"b","0","1","0",1.51,9.26,1.86,-2.39,6.01,9.45,7.72,5.56,1.61,7.28,-1.26,23.4,-4.35,-7.24,1.51
"b","0","0","0",-0.468,9.25,0.738,0.236,6.24,11.2,10.6,7.51,11.2,6.95,-1.12,9.8,-4.01,-7.15,-0.468
"c","0","0","1",2.56,9.24,1.87,2.79,6.47,-0.766,7.73,9.78,6.87,6.58,-1.01,18,-3.64,-7.25,2.56
"b","1","1","1",-0.317,9.23,2.47,3.93,6.67,15.5,1.69,2.81,5.1,6.19,-0.938,13.9,-3.25,-4.84,-0.317
"c","0","0","0",-0.219,9.22,1.32,0.608,6.83,2.28,7.92,8.97,14.4,5.82,-0.897,12.7,-2.89,-6.5,-0.219
"b","0","0","0",0.0349,9.19,0.419,-1.24,6.94,11,11.5,12.6,5.62,5.48,-0.892,22,-2.58,-5.6,0.0349
"b","1","1","1",-0.961,9.16,2.02,3.77,7,6.35,1.32,4.65,2.79,5.23,-0.923,20.7,-2.33,-6.15,-0.961
"b","0","0","0",0.88,9.11,2.1,-5.49,7.01,15.7,11,14.5,8.53,5.08,-0.988,13.4,-2.17,-5.03,0.88
"b","1","1","0",-0.436,9.06,2.31,-0.733,7,12.3,6.96,1.07,15.3,5.06,-1.08,14.3,-2.1,-8.75,-0.436
"c","1","0","0",0.471,8.99,2.48,-0.9,6.98,15,12.6,11.4,-4.73,5.16,-1.2,13.8,-2.14,-6.65,0.471
